original_row_id,component_id,lot_id,component_type,manufacturer,temperature_C,voltage_V,value_0h,value_24h,value_96h,value_168h,failure_label,change_0h_24h,change_24h_96h,change_96h_168h,overall_change_0h_168h,percentage_change,drift_rate,unusual_trajectory,data_quality_flags,data_quality_status,is_valid_for_ml
117,C00118,LOT_14,TYPE_A,MFG_A,125.1,3.3,9.987,10.056,10.385,10.869,0,0.06899999999999906,0.3290000000000006,0.484,0.8819999999999997,8.83148092520276,0.005249999999999998,False,NONE,VALID,TRUE
118,C00119,LOT_02,TYPE_B,MFG_C,126.0,5.0,10.373,10.616,11.298,11.338,0,0.24300000000000033,0.6820000000000004,0.03999999999999915,0.9649999999999999,9.302998168321604,0.005744047619047618,False,NONE,VALID,TRUE
119,C00120,LOT_06,TYPE_A,MFG_B,124.39,5.0,11.764,12.219,12.247,12.225,0,0.45500000000000007,0.02800000000000047,-0.02200000000000024,0.4610000000000003,3.918735124107449,0.0027440476190476208,False,NONE,VALID,TRUE
120,C00121,LOT_16,TYPE_A,MFG_C,122.81,5.0,9.681,10.856,14.389,23.976,0,1.1750000000000007,3.5329999999999995,9.587,14.295,147.66036566470407,0.08508928571428571,False,NONE,VALID,TRUE
121,C00122,LOT_07,TYPE_B,MFG_B,122.49,5.0,12.748,13.869,20.38,35.107,0,1.1210000000000004,6.510999999999999,14.727,22.359,175.392218387198,0.13308928571428572,False,NONE,VALID,TRUE
122,C00123,LOT_04,TYPE_A,MFG_A,123.34,3.3,10.472,10.224,10.39,10.452,0,-0.24799999999999933,0.16600000000000037,0.06199999999999939,-0.019999999999999574,-0.1909854851031281,-0.00011904761904761651,False,NONE,VALID,TRUE
123,C00124,LOT_19,TYPE_B,MFG_A,125.42,3.3,11.036,11.427,11.682,75.186,1,0.391,0.2550000000000008,63.504000000000005,64.15,581.2794490757522,0.3818452380952381,True,NONE,VALID,TRUE
124,C00125,LOT_10,TYPE_B,MFG_A,126.39,5.0,11.038,11.583,11.585,11.758,0,0.5449999999999999,0.002000000000000668,0.17299999999999827,0.7199999999999989,6.522920818988936,0.004285714285714279,False,NONE,VALID,TRUE
125,C00126,LOT_18,TYPE_B,MFG_B,127.04,5.0,9.374,9.56,9.971,10.382,0,0.18599999999999994,0.4109999999999996,0.4109999999999996,1.0079999999999991,10.753147002346907,0.005999999999999995,False,NONE,VALID,TRUE
126,C00127,LOT_06,TYPE_A,MFG_B,125.55,5.5,11.865,12.483,12.718,12.953,0,0.6180000000000003,0.23499999999999943,0.23499999999999943,1.0879999999999992,9.16982722292456,0.006476190476190471,False,NONE,VALID,TRUE
127,C00128,LOT_08,TYPE_C,MFG_C,125.95,5.5,11.322,14.058,20.263,28.101,1,2.7360000000000007,6.205000000000002,7.837999999999997,16.779,148.1981981981982,0.099875,False,NONE,VALID,TRUE
128,C00129,LOT_07,TYPE_A,MFG_A,125.63,5.5,11.345,12.093,11.665,12.651,0,0.7479999999999993,-0.4280000000000008,0.9860000000000007,1.3059999999999992,11.511679153812244,0.007773809523809519,False,NONE,VALID,TRUE
129,C00130,LOT_08,TYPE_C,MFG_B,125.26,5.0,12.076,12.325,12.909,13.298,0,0.24899999999999878,0.5840000000000014,0.38899999999999935,1.2219999999999995,10.119244783040738,0.007273809523809521,False,NONE,VALID,TRUE
130,C00131,LOT_09,TYPE_A,MFG_B,124.8,3.3,7.819,8.144,8.413,8.433,0,0.3250000000000002,0.26900000000000013,0.019999999999999574,0.6139999999999999,7.852666581404271,0.003654761904761904,False,NONE,VALID,TRUE
131,C00132,LOT_06,TYPE_A,MFG_A,123.51,5.0,11.973,13.297,12.652,11.157,0,1.3239999999999998,-0.6450000000000014,-1.4949999999999992,-0.8160000000000007,-6.815334502630925,-0.004857142857142861,False,NONE,VALID,TRUE
132,C00133,LOT_17,TYPE_B,MFG_A,123.43,3.3,11.238,14.26,21.886,30.037,1,3.0220000000000002,7.6259999999999994,8.151,18.799,167.2806549208044,0.11189880952380953,False,NONE,VALID,TRUE
133,C00134,LOT_07,TYPE_A,MFG_B,125.23,3.3,11.083,12.164,14.692,18.497,0,1.0809999999999995,2.5280000000000005,3.8049999999999997,7.414,66.89524496977353,0.04413095238095238,False,NONE,VALID,TRUE
134,C00135,LOT_09,TYPE_B,MFG_B,125.54,3.3,8.723,10.548,15.127,20.231,1,1.8249999999999993,4.579000000000001,5.104000000000001,11.508000000000001,131.9270893041385,0.0685,False,NONE,VALID,TRUE
135,C00136,LOT_18,TYPE_C,MFG_A,124.93,5.5,7.685,11.298,18.538,26.159,1,3.6130000000000004,7.24,7.620999999999999,18.474,240.39037085230973,0.10996428571428571,False,NONE,VALID,TRUE
136,C00137,LOT_09,TYPE_C,MFG_A,125.55,5.0,8.795,8.786,9.172,8.985,0,-0.009000000000000341,0.386000000000001,-0.18700000000000117,0.1899999999999995,2.1603183627060774,0.0011309523809523779,False,NONE,VALID,TRUE
137,C00138,LOT_01,TYPE_B,MFG_A,128.86,3.3,11.367,11.695,12.275,12.52,0,0.3279999999999994,0.5800000000000001,0.24499999999999922,1.1529999999999987,10.143397554323908,0.006863095238095231,False,NONE,VALID,TRUE
138,C00139,LOT_01,TYPE_C,MFG_C,126.33,5.5,11.984,14.093,18.193,22.538,0,2.109,4.100000000000001,4.344999999999999,10.554,88.06742323097464,0.06282142857142857,False,NONE,VALID,TRUE
139,C00140,LOT_09,TYPE_B,MFG_C,126.82,5.0,8.919,10.172,12.005,15.044,0,1.2530000000000001,1.8330000000000002,3.0389999999999997,6.125,68.67361811862315,0.036458333333333336,False,NONE,VALID,TRUE
140,C00141,LOT_13,TYPE_A,MFG_A,126.19,5.0,10.174,10.276,10.666,10.719,0,0.10200000000000031,0.39000000000000057,0.05299999999999905,0.5449999999999999,5.3567918222921165,0.0032440476190476186,False,NONE,VALID,TRUE
141,C00142,LOT_19,TYPE_C,MFG_B,121.73,3.3,11.925,12.224,12.442,13.08,0,0.2989999999999995,0.21799999999999997,0.6379999999999999,1.1549999999999994,9.685534591194962,0.0068749999999999966,False,NONE,VALID,TRUE
142,C00143,LOT_03,TYPE_A,MFG_C,122.33,5.0,11.89,13.804,18.235,26.185,0,1.9139999999999997,4.430999999999999,7.949999999999999,14.294999999999998,120.22708158116062,0.0850892857142857,False,NONE,VALID,TRUE
143,C00144,LOT_11,TYPE_A,MFG_A,127.23,5.0,9.794,10.129,10.477,10.692,0,0.3349999999999991,0.34800000000000075,0.21499999999999986,0.8979999999999997,9.168878905452313,0.005345238095238093,False,NONE,VALID,TRUE
144,C00145,LOT_06,TYPE_A,MFG_A,124.63,5.0,11.118,14.713,23.185,34.536,1,3.594999999999999,8.472,11.351000000000003,23.418,210.63140852671341,0.13939285714285715,False,NONE,VALID,TRUE
145,C00146,LOT_10,TYPE_A,MFG_A,126.03,5.0,8.704,9.07,9.072,9.217,0,0.36599999999999966,0.0019999999999988916,0.14500000000000135,0.5129999999999999,5.893841911764705,0.003053571428571428,False,NONE,VALID,TRUE
146,C00147,LOT_09,TYPE_A,MFG_A,128.53,3.3,7.779,7.967,8.54,8.892,0,0.18799999999999972,0.5729999999999995,0.3520000000000003,1.1129999999999995,14.307751639028146,0.006624999999999997,False,NONE,VALID,TRUE
147,C00148,LOT_07,TYPE_A,MFG_C,125.09,5.0,10.579,11.999,19.308,30.109,0,1.42,7.308999999999999,10.801000000000002,19.53,184.61102183571225,0.11625,False,NONE,VALID,TRUE
148,C00149,LOT_01,TYPE_B,MFG_C,125.95,5.0,12.653,12.601,12.861,12.829,0,-0.0519999999999996,0.2599999999999998,-0.03200000000000003,0.17600000000000016,1.390974472457126,0.0010476190476190485,False,NONE,VALID,TRUE
149,C00150,LOT_02,TYPE_C,MFG_B,125.73,5.5,8.564,9.21,9.865,10.019,0,0.6460000000000008,0.6549999999999994,0.15399999999999991,1.455,16.98972442783746,0.008660714285714285,False,NONE,VALID,TRUE
150,C00151,LOT_11,TYPE_C,MFG_A,128.14,3.3,9.303,10.04,9.761,10.295,0,0.7369999999999983,-0.2789999999999999,0.5340000000000007,0.9919999999999991,10.663226916048577,0.0059047619047619,False,NONE,VALID,TRUE
151,C00152,LOT_05,TYPE_A,MFG_C,126.27,5.0,8.93,12.04,19.255,29.205,1,3.1099999999999994,7.215,9.95,20.275,227.04367301231804,0.1206845238095238,False,NONE,VALID,TRUE
152,C00153,LOT_07,TYPE_A,MFG_A,126.12,5.5,10.172,10.451,10.563,11.067,0,0.2789999999999999,0.1120000000000001,0.5039999999999996,0.8949999999999996,8.798662996460868,0.00532738095238095,False,NONE,VALID,TRUE
153,C00154,LOT_02,TYPE_B,MFG_A,122.81,5.0,9.138,9.567,9.749,9.697,0,0.42900000000000027,0.18200000000000038,-0.05200000000000138,0.5589999999999993,6.117312322171146,0.003327380952380948,False,NONE,VALID,TRUE
154,C00155,LOT_01,TYPE_A,MFG_A,125.19,5.0,11.244,12.609,16.663,22.273,0,1.3650000000000002,4.054,5.609999999999999,11.029,98.08786908573461,0.06564880952380953,False,NONE,VALID,TRUE
155,C00156,LOT_03,TYPE_A,MFG_C,125.5,5.0,10.613,11.038,9.356,12.325,0,0.4250000000000007,-1.6820000000000004,2.9689999999999994,1.7119999999999997,16.13115989823801,0.010190476190476189,False,NONE,VALID,TRUE
156,C00157,LOT_08,TYPE_B,MFG_C,126.87,5.5,12.142,12.165,12.442,12.727,0,0.022999999999999687,0.277000000000001,0.28500000000000014,0.5850000000000009,4.817987152034268,0.003482142857142862,False,NONE,VALID,TRUE
157,C00158,LOT_04,TYPE_C,MFG_B,124.68,5.0,11.236,11.459,11.941,11.853,0,0.22299999999999898,0.4820000000000011,-0.08800000000000097,0.6169999999999991,5.491278034887852,0.003672619047619042,False,NONE,VALID,TRUE
158,C00159,LOT_05,TYPE_A,MFG_C,124.43,3.3,8.369,8.229,8.643,8.747,0,-0.14000000000000057,0.4140000000000015,0.1039999999999992,0.3780000000000001,4.516668658143149,0.0022500000000000007,False,NONE,VALID,TRUE
159,C00160,LOT_07,TYPE_B,MFG_A,125.77,3.3,10.887,10.952,11.251,11.69,0,0.0649999999999995,0.2989999999999995,0.43900000000000006,0.802999999999999,7.375769266097171,0.0047797619047618995,False,NONE,VALID,TRUE
160,C00161,LOT_06,TYPE_B,MFG_A,125.63,3.3,11.485,11.58,12.057,12.354,0,0.09500000000000064,0.4770000000000003,0.2969999999999988,0.8689999999999998,7.566390944710491,0.0051726190476190466,False,NONE,VALID,TRUE
161,C00162,LOT_01,TYPE_C,MFG_C,125.98,3.3,11.892,12.911,17.017,21.007,0,1.0190000000000001,4.106,3.990000000000002,9.115000000000002,76.64816683484698,0.05425595238095239,False,NONE,VALID,TRUE
162,C00163,LOT_03,TYPE_A,MFG_C,123.95,5.0,11.604,12.225,12.06,12.631,0,0.6210000000000004,-0.16499999999999915,0.5709999999999997,1.027000000000001,8.85039641502931,0.006113095238095244,False,NONE,VALID,TRUE
163,C00164,LOT_20,TYPE_C,MFG_B,124.87,3.3,11.558,11.514,11.835,12.44,0,-0.04400000000000048,0.3210000000000015,0.6049999999999986,0.8819999999999997,7.631078041183594,0.005249999999999998,False,NONE,VALID,TRUE
164,C00165,LOT_14,TYPE_C,MFG_A,124.02,5.0,11.792,13.182,14.404,17.864,0,1.3900000000000006,1.2219999999999995,3.460000000000001,6.072000000000001,51.49253731343284,0.03614285714285715,False,NONE,VALID,TRUE
165,C00166,LOT_03,TYPE_A,MFG_C,126.12,5.0,11.952,12.203,12.748,13.255,0,0.25099999999999945,0.5449999999999999,0.5070000000000014,1.3030000000000008,10.901941097724237,0.007755952380952386,False,NONE,VALID,TRUE
166,C00167,LOT_06,TYPE_B,MFG_A,123.81,5.0,11.762,11.609,12.118,12.103,0,-0.15300000000000047,0.5090000000000003,-0.015000000000000568,0.3409999999999993,2.8991668083659183,0.0020297619047619005,False,NONE,VALID,TRUE
167,C00168,LOT_08,TYPE_B,MFG_A,125.93,3.3,11.648,12.338,15.867,23.922,0,0.6899999999999995,3.5290000000000017,8.055,12.274000000000001,105.37431318681321,0.07305952380952381,False,NONE,VALID,TRUE
168,C00169,LOT_19,TYPE_A,MFG_A,125.78,5.0,10.915,12.214,13.711,17.164,0,1.2990000000000013,1.4969999999999999,3.453000000000001,6.249000000000002,57.25148877691253,0.03719642857142859,False,NONE,VALID,TRUE
169,C00170,LOT_18,TYPE_B,MFG_A,125.02,3.3,8.65,9.282,11.538,14.785,0,0.6319999999999997,2.2560000000000002,3.247,6.135,70.92485549132948,0.036517857142857144,False,NONE,VALID,TRUE
170,C00171,LOT_16,TYPE_B,MFG_B,123.5,5.5,9.386,9.147,9.478,9.915,0,-0.238999999999999,0.3309999999999995,0.4369999999999994,0.5289999999999999,5.636053696995525,0.0031488095238095233,False,NONE,VALID,TRUE
171,C00172,LOT_03,TYPE_C,MFG_B,125.38,5.0,11.961,12.458,12.814,13.105,0,0.4969999999999999,0.35599999999999987,0.29100000000000037,1.1440000000000001,9.564417690828526,0.0068095238095238105,False,NONE,VALID,TRUE
172,C00173,LOT_10,TYPE_A,MFG_A,125.71,3.3,9.223,12.197,19.154,28.199,1,2.9739999999999984,6.957000000000001,9.045000000000002,18.976,205.74650330694996,0.11295238095238094,False,NONE,VALID,TRUE
173,C00174,LOT_10,TYPE_B,MFG_A,125.62,3.3,9.923,10.452,10.786,11.099,0,0.5289999999999999,0.33399999999999963,0.3130000000000006,1.1760000000000002,11.851254660888845,0.007000000000000001,False,NONE,VALID,TRUE
174,C00175,LOT_13,TYPE_A,MFG_B,127.09,5.0,11.145,11.04,12.286,12.05,0,-0.10500000000000043,1.2460000000000004,-0.23599999999999888,0.9050000000000011,8.120233288470176,0.005386904761904769,False,NONE,VALID,TRUE
175,C00176,LOT_17,TYPE_B,MFG_B,124.54,5.0,9.98,10.345,10.31,11.006,0,0.3650000000000002,-0.03500000000000014,0.6959999999999997,1.0259999999999998,10.280561122244485,0.006107142857142856,False,NONE,VALID,TRUE
176,C00177,LOT_07,TYPE_B,MFG_A,124.57,5.5,11.407,13.195,16.829,22.524,0,1.7880000000000003,3.6340000000000003,5.695,11.117,97.45770141141405,0.06617261904761905,False,NONE,VALID,TRUE
177,C00178,LOT_12,TYPE_B,MFG_A,124.92,3.3,11.66,11.581,12.251,68.543,1,-0.07900000000000063,0.6699999999999999,56.29200000000001,56.88300000000001,487.84734133790744,0.33858928571428576,True,NONE,VALID,TRUE
178,C00179,LOT_06,TYPE_B,MFG_C,123.09,3.3,12.644,12.821,13.394,13.538,0,0.1769999999999996,0.5730000000000004,0.14400000000000013,0.8940000000000001,7.070547295159761,0.0053214285714285724,False,NONE,VALID,TRUE
179,C00180,LOT_05,TYPE_A,MFG_C,126.44,5.0,8.114,11.032,17.33,24.839,1,2.9179999999999993,6.297999999999998,7.509,16.724999999999998,206.1252156766083,0.09955357142857142,False,NONE,VALID,TRUE
180,C00181,LOT_07,TYPE_A,MFG_A,124.27,5.0,10.919,11.263,11.329,11.863,0,0.3439999999999994,0.06600000000000072,0.5339999999999989,0.9439999999999991,8.645480355343887,0.005619047619047614,False,NONE,VALID,TRUE
181,C00182,LOT_15,TYPE_B,MFG_B,124.85,5.0,10.719,10.858,10.529,10.82,0,0.13900000000000112,-0.3290000000000006,0.29100000000000037,0.10100000000000087,0.9422520757533434,0.0006011904761904814,False,NONE,VALID,TRUE
182,C00183,LOT_09,TYPE_A,MFG_C,124.4,5.5,9.186,9.567,9.974,9.854,0,0.3810000000000002,0.40700000000000003,-0.120000000000001,0.6679999999999993,7.271935554104063,0.003976190476190472,False,NONE,VALID,TRUE
183,C00184,LOT_14,TYPE_C,MFG_A,126.83,5.0,10.667,10.509,11.059,11.457,0,-0.15799999999999947,0.5499999999999989,0.39800000000000146,0.7900000000000009,7.406018561919948,0.004702380952380958,False,NONE,VALID,TRUE
184,C00185,LOT_14,TYPE_B,MFG_C,127.19,5.0,11.806,12.271,12.456,13.492,0,0.46500000000000163,0.18499999999999872,1.0360000000000014,1.6860000000000017,14.280874131797408,0.010035714285714295,False,NONE,VALID,TRUE
185,C00186,LOT_08,TYPE_C,MFG_B,126.78,5.5,11.985,12.449,12.341,12.694,0,0.4640000000000004,-0.10800000000000054,0.35300000000000153,0.7090000000000014,5.915727993325002,0.004220238095238103,False,NONE,VALID,TRUE
186,C00187,LOT_20,TYPE_A,MFG_B,128.48,3.3,11.277,11.682,11.521,75.398,1,0.40500000000000114,-0.1609999999999996,63.876999999999995,64.121,568.5998049126541,0.381672619047619,True,NONE,VALID,TRUE
187,C00188,LOT_01,TYPE_B,MFG_B,123.54,3.3,11.708,12.255,12.928,13.086,0,0.5470000000000006,0.673,0.15799999999999947,1.3780000000000001,11.769730099077554,0.008202380952380952,False,NONE,VALID,TRUE
188,C00189,LOT_18,TYPE_A,MFG_A,126.48,3.3,7.826,10.195,15.908,23.152,1,2.3690000000000007,5.712999999999999,7.2440000000000015,15.326,195.83439815997957,0.09122619047619047,False,NONE,VALID,TRUE
189,C00190,LOT_01,TYPE_C,MFG_C,127.8,3.3,12.083,13.846,23.835,43.718,0,1.763,9.989,19.883000000000003,31.635000000000005,261.81411901017964,0.18830357142857146,True,NONE,VALID,TRUE
190,C00191,LOT_08,TYPE_B,MFG_C,126.33,5.0,11.601,11.628,11.897,12.298,0,0.026999999999999247,0.26900000000000013,0.4009999999999998,0.6969999999999992,6.008102749762944,0.004148809523809519,False,NONE,VALID,TRUE
191,C00192,LOT_17,TYPE_B,MFG_A,121.28,5.5,10.39,11.194,12.322,15.382,0,0.8040000000000003,1.1279999999999983,3.0600000000000005,4.991999999999999,48.046198267564954,0.02971428571428571,False,NONE,VALID,TRUE
192,C00193,LOT_14,TYPE_B,MFG_B,120.0,5.5,12.028,12.367,12.871,13.473,0,0.3390000000000004,0.5039999999999996,0.6020000000000003,1.4450000000000003,12.013634852011974,0.008601190476190478,False,NONE,VALID,TRUE
193,C00194,LOT_07,TYPE_A,MFG_C,124.09,5.0,11.185,11.09,11.249,11.425,0,-0.09500000000000064,0.1590000000000007,0.17600000000000016,0.2400000000000002,2.1457308895842666,0.0014285714285714299,False,NONE,VALID,TRUE
194,C00195,LOT_18,TYPE_B,MFG_C,125.33,5.5,9.225,10.736,15.893,27.247,0,1.511000000000001,5.157,11.354,18.022,195.36043360433604,0.10727380952380952,False,NONE,VALID,TRUE
195,C00196,LOT_03,TYPE_C,MFG_B,123.28,5.0,12.556,14.154,19.674,25.067,0,1.5980000000000008,5.52,5.393000000000001,12.511000000000001,99.64160560688119,0.0744702380952381,False,NONE,VALID,TRUE
196,C00197,LOT_14,TYPE_A,MFG_A,124.11,5.0,11.765,12.526,12.537,12.952,0,0.7609999999999992,0.011000000000001009,0.41499999999999915,1.1869999999999994,10.089247768805775,0.007065476190476187,False,NONE,VALID,TRUE
197,C00198,LOT_11,TYPE_C,MFG_A,123.7,3.3,9.149,9.405,9.115,9.515,0,0.2560000000000002,-0.28999999999999915,0.40000000000000036,0.36600000000000144,4.000437206252065,0.0021785714285714373,False,NONE,VALID,TRUE
198,C00199,LOT_05,TYPE_C,MFG_A,125.87,5.0,8.74,8.557,8.994,9.409,0,-0.18299999999999983,0.4369999999999994,0.4150000000000009,0.6690000000000005,7.654462242562935,0.00398214285714286,False,NONE,VALID,TRUE
199,C00200,LOT_19,TYPE_C,MFG_C,123.25,5.0,11.525,12.932,17.671,28.244,0,1.407,4.738999999999999,10.573,16.719,145.06724511930585,0.09951785714285714,False,NONE,VALID,TRUE
200,C00201,LOT_16,TYPE_C,MFG_C,123.11,3.3,9.961,9.822,9.94,10.106,0,-0.13900000000000112,0.11800000000000033,0.16600000000000037,0.14499999999999957,1.4556771408493079,0.0008630952380952355,False,NONE,VALID,TRUE
201,C00202,LOT_01,TYPE_A,MFG_C,125.72,5.5,11.424,11.904,12.165,12.32,0,0.4800000000000004,0.26099999999999923,0.15500000000000114,0.8960000000000008,7.843137254901968,0.005333333333333338,False,NONE,VALID,TRUE
202,C00203,LOT_02,TYPE_B,MFG_A,126.04,3.3,9.627,9.737,10.077,10.621,0,0.10999999999999943,0.33999999999999986,0.5440000000000005,0.9939999999999998,10.325127246286483,0.0059166666666666656,False,NONE,VALID,TRUE
203,C00204,LOT_02,TYPE_A,MFG_C,128.5,5.0,10.303,10.742,10.565,10.988,0,0.43900000000000006,-0.17700000000000138,0.42300000000000004,0.6849999999999987,6.648548966320476,0.004077380952380945,False,NONE,VALID,TRUE
204,C00205,LOT_09,TYPE_C,MFG_C,125.19,3.3,9.266,9.885,11.321,13.66,0,0.6189999999999998,1.436,2.3390000000000004,4.394,47.420677746600475,0.026154761904761906,False,NONE,VALID,TRUE
205,C00206,LOT_09,TYPE_A,MFG_B,130.0,5.0,8.745,9.954,11.894,18.28,0,1.2090000000000014,1.9399999999999995,6.386000000000001,9.535000000000002,109.03373356203548,0.05675595238095239,False,NONE,VALID,TRUE
206,C00207,LOT_15,TYPE_C,MFG_C,126.58,5.0,11.296,11.571,11.94,12.239,0,0.27500000000000036,0.3689999999999998,0.29900000000000126,0.9430000000000014,8.348087818696897,0.005613095238095246,False,NONE,VALID,TRUE
207,C00208,LOT_14,TYPE_A,MFG_B,123.08,3.3,11.756,12.116,12.55,12.919,0,0.35999999999999943,0.43400000000000105,0.3689999999999998,1.1630000000000003,9.89282068730861,0.006922619047619049,False,NONE,VALID,TRUE
208,C00209,LOT_01,TYPE_A,MFG_A,124.18,3.3,11.091,11.283,11.152,11.744,0,0.19200000000000017,-0.13100000000000023,0.5920000000000005,0.6530000000000005,5.887656658551984,0.0038869047619047646,False,NONE,VALID,TRUE
209,C00210,LOT_10,TYPE_A,MFG_A,125.04,5.0,8.381,9.532,11.765,17.33,0,1.1509999999999998,2.2330000000000005,5.564999999999998,8.948999999999998,106.77723422026008,0.05326785714285713,False,NONE,VALID,TRUE
210,C00211,LOT_16,TYPE_B,MFG_A,124.62,5.0,8.782,9.249,12.863,20.881,0,0.4670000000000005,3.613999999999999,8.018,12.099,137.77043953541335,0.07201785714285715,False,NONE,VALID,TRUE
211,C00212,LOT_18,TYPE_A,MFG_A,126.71,5.0,8.307,8.218,8.768,9.004,0,-0.08900000000000041,0.5500000000000007,0.23599999999999888,0.6969999999999992,8.39051402431683,0.004148809523809519,False,NONE,VALID,TRUE
212,C00213,LOT_06,TYPE_A,MFG_B,124.55,5.0,12.031,12.045,12.539,12.896,0,0.013999999999999346,0.4939999999999998,0.3570000000000011,0.8650000000000002,7.189759787216358,0.005148809523809525,False,NONE,VALID,TRUE
213,C00214,LOT_01,TYPE_A,MFG_A,126.72,3.3,10.876,11.365,11.93,11.675,0,0.48900000000000077,0.5649999999999995,-0.254999999999999,0.7990000000000013,7.346450901066581,0.0047559523809523885,False,NONE,VALID,TRUE
214,C00215,LOT_04,TYPE_A,MFG_A,123.94,3.3,10.004,10.043,10.194,10.675,0,0.0389999999999997,0.15100000000000158,0.48099999999999987,0.6710000000000012,6.707317073170743,0.003994047619047626,False,NONE,VALID,TRUE
215,C00216,LOT_07,TYPE_C,MFG_A,125.62,5.5,10.219,11.265,16.012,27.882,0,1.0460000000000012,4.747,11.870000000000001,17.663000000000004,172.84470104706924,0.10513690476190478,False,NONE,VALID,TRUE
216,C00217,LOT_09,TYPE_B,MFG_B,128.28,3.3,9.059,9.404,9.502,10.022,0,0.34500000000000064,0.09800000000000075,0.5199999999999996,0.963000000000001,10.630312396511767,0.005732142857142863,False,NONE,VALID,TRUE
217,C00218,LOT_08,TYPE_A,MFG_C,125.9,5.0,10.707,10.868,11.21,11.549,0,0.1609999999999996,0.3420000000000005,0.33899999999999864,0.8419999999999987,7.864014196320151,0.005011904761904755,False,NONE,VALID,TRUE
218,C00219,LOT_02,TYPE_A,MFG_B,125.42,5.0,9.829,12.412,18.771,25.446,1,2.583,6.359,6.675000000000001,15.617,158.88696713806084,0.09295833333333334,False,NONE,VALID,TRUE
219,C00220,LOT_07,TYPE_A,MFG_C,126.08,5.5,11.684,11.764,11.963,12.395,0,0.08000000000000007,0.19899999999999984,0.4320000000000004,0.7110000000000003,6.085244779185214,0.004232142857142859,False,NONE,VALID,TRUE
220,C00221,LOT_06,TYPE_A,MFG_C,126.89,3.3,12.122,12.452,12.388,13.127,0,0.33000000000000007,-0.06400000000000006,0.7390000000000008,1.0050000000000008,8.290711103778262,0.005982142857142862,False,NONE,VALID,TRUE
